agent,trial,n_requests,n_nav,n_sub,nav_order_unique_ratio,nav_order_stability,n_unique_nav_hashes,n_headers_mean,n_headers_std,sf_site_none_rate,sf_violation_rate,sf_site_mode,headless_rate,ch_incoherence_rate,ch_brand_matches_rate,ch_mobile_matches_rate,ch_platform_matches_rate,ch_brand_count_mode,accept_lang_rate,has_priority_rate,has_sec_ch_ua_rate,has_upgrade_ins_rate,has_dnt_rate,has_te_rate,has_connection_rate,has_cache_control_rate,ua_family_mode,ua_os_mode,ua_version_mode,ua_version_n_distinct,ua_family_n_distinct,priority_correct_rate,priority_urgency_mode,has_nonstandard_rate,nonstandard_names,n_nonstandard_distinct
browser_use,trial-017,9,7,2,1.0,0.14285714285714285,7,12.0,0.0,0.7777777777777778,0.7777777777777778,none,0.0,0.0,1.0,1.0,1.0,2,1.0,1.0,1.0,0.7777777777777778,0.0,0.0,0.0,0.0,headless-chrome,linux,147,1,1,0.8888888888888888,0.0,0.0,,0
browser_use,trial-018,9,7,2,1.0,0.14285714285714285,7,12.0,0.0,0.7777777777777778,0.7777777777777778,none,0.0,0.0,1.0,1.0,1.0,2,1.0,1.0,1.0,0.7777777777777778,0.0,0.0,0.0,0.0,headless-chrome,linux,147,1,1,0.8888888888888888,0.0,0.0,,0
browser_use,trial-019,9,7,2,1.0,0.14285714285714285,7,12.0,0.0,0.7777777777777778,0.7777777777777778,none,0.0,0.0,1.0,1.0,1.0,2,1.0,1.0,1.0,0.7777777777777778,0.0,0.0,0.0,0.0,headless-chrome,linux,147,1,1,0.8888888888888888,0.0,0.0,,0
browser_use,trial-020,10,7,2,1.0,0.14285714285714285,7,11.8,0.6324555320336758,0.7,0.8,none,0.0,0.1,1.0,0.9,1.0,2,1.0,0.9,0.9,0.8,0.0,0.0,0.1,0.1,headless-chrome,linux,147,2,2,0.8888888888888888,0.0,0.1,Pragma,1
browser_use,trial-021,9,7,2,1.0,0.14285714285714285,7,12.0,0.0,0.7777777777777778,0.7777777777777778,none,0.0,0.0,1.0,1.0,1.0,2,1.0,1.0,1.0,0.7777777777777778,0.0,0.0,0.0,0.0,headless-chrome,linux,147,1,1,0.8888888888888888,0.0,0.0,,0
browser_use,trial-022,9,7,2,1.0,0.14285714285714285,7,12.0,0.0,0.7777777777777778,0.7777777777777778,none,0.0,0.0,1.0,1.0,1.0,2,1.0,1.0,1.0,0.7777777777777778,0.0,0.0,0.0,0.0,headless-chrome,linux,147,1,1,0.8888888888888888,0.0,0.0,,0
browser_use,trial-023,9,7,2,1.0,0.14285714285714285,7,12.0,0.0,0.7777777777777778,0.7777777777777778,none,0.0,0.0,1.0,1.0,1.0,2,1.0,1.0,1.0,0.7777777777777778,0.0,0.0,0.0,0.0,headless-chrome,linux,147,1,1,0.8888888888888888,0.0,0.0,,0
browser_use,trial-024,9,7,2,1.0,0.14285714285714285,7,12.0,0.0,0.7777777777777778,0.7777777777777778,none,0.0,0.0,1.0,1.0,1.0,2,1.0,1.0,1.0,0.7777777777777778,0.0,0.0,0.0,0.0,headless-chrome,linux,147,1,1,0.8888888888888888,0.0,0.0,,0
browser_use,trial-025,9,7,2,1.0,0.14285714285714285,7,12.0,0.0,0.7777777777777778,0.7777777777777778,none,0.0,0.0,1.0,1.0,1.0,2,1.0,1.0,1.0,0.7777777777777778,0.0,0.0,0.0,0.0,headless-chrome,linux,147,1,1,0.8888888888888888,0.0,0.0,,0
browser_use,trial-026,10,7,2,1.0,0.14285714285714285,7,11.2,2.5298221281347035,0.7,0.8,none,0.0,0.0,1.0,1.0,1.0,2,0.9,0.9,0.9,0.7,0.0,0.0,0.0,0.0,headless-chrome,linux,147,2,2,0.8888888888888888,0.0,0.0,,0
